DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
20031206 000000,0.0,51.0,,34.0,Tunisia
20031206 000000,0.0,69.0,74.0,60.0,Egypt
20031206 000000,,77.0,84.0,70.0,Senegal
20031206 000000,0.04,59.0,69.0,52.0,Egypt
20031206 000000,0.0,59.0,73.0,49.0,Egypt
20031206 000000,,72.0,82.0,67.0,Senegal
20031206 000000,,62.0,71.0,55.0,Egypt
20031206 000000,0.0,83.0,99.0,68.0,Senegal
20031206 000000,0.0,57.0,68.0,,Egypt
20031207 000000,0.0,53.0,72.0,39.0,Egypt
20031207 000000,0.0,62.0,,,Egypt
20031207 000000,0.0,63.0,73.0,54.0,Egypt
20031207 000000,0.0,57.0,69.0,,Tunisia
20031207 000000,0.0,81.0,90.0,71.0,Senegal
20031207 000000,,82.0,,,Cameroon
20031207 000000,0.0,59.0,,50.0,Tunisia
20031207 000000,0.0,55.0,,39.0,Tunisia
20031207 000000,0.0,56.0,73.0,42.0,Egypt
20031207 000000,,76.0,,73.0,Senegal
20031207 000000,0.0,53.0,71.0,,Egypt
20031207 000000,,82.0,,,Cameroon
20031207 000000,0.0,80.0,92.0,70.0,Senegal
20031207 000000,0.0,77.0,92.0,67.0,Senegal
20031207 000000,0.0,55.0,72.0,40.0,Egypt
20031207 000000,0.0,87.0,101.0,,Senegal
20031207 000000,,80.0,91.0,63.0,Senegal
20031207 000000,,77.0,87.0,68.0,Senegal
20031207 000000,0.0,83.0,99.0,68.0,Senegal
20031207 000000,0.0,63.0,73.0,55.0,Egypt
20031207 000000,0.0,63.0,74.0,48.0,Egypt
20031207 000000,0.0,59.0,72.0,48.0,Egypt
20031207 000000,,78.0,95.0,61.0,Senegal
20031207 000000,0.0,61.0,74.0,51.0,Egypt
20031207 000000,0.0,57.0,,,Tunisia
20031207 000000,0.0,52.0,,36.0,Tunisia
20031207 000000,0.0,69.0,75.0,61.0,Egypt
20031207 000000,0.0,62.0,74.0,51.0,Egypt
20031207 000000,,80.0,91.0,71.0,Senegal
20031208 000000,0.0,54.0,60.0,,Tunisia
20031208 000000,0.01,51.0,,41.0,Tunisia
20031208 000000,0.0,63.0,74.0,,Egypt
20031208 000000,0.0,63.0,75.0,53.0,Egypt
20031208 000000,0.0,54.0,,41.0,Tunisia
20031208 000000,0.0,56.0,75.0,,Egypt
20031208 000000,,80.0,,71.0,Senegal
20031208 000000,0.0,77.0,83.0,73.0,Senegal
20031208 000000,0.0,79.0,91.0,,Senegal
20031208 000000,,84.0,,,Cameroon
20031208 000000,,82.0,,,Cameroon
20031208 000000,,91.0,99.0,,Senegal
20031208 000000,,77.0,,72.0,Senegal
20031208 000000,0.0,86.0,99.0,69.0,Senegal
20031208 000000,0.0,57.0,77.0,40.0,Egypt
20031208 000000,0.0,62.0,75.0,53.0,Egypt
20031208 000000,0.0,58.0,74.0,46.0,Egypt
20031208 000000,0.74,51.0,56.0,,Tunisia
20031208 000000,0.0,61.0,73.0,50.0,Egypt
20031208 000000,0.0,62.0,74.0,,Egypt
20031208 000000,,82.0,99.0,64.0,Senegal
20031208 000000,,82.0,,70.0,Senegal
20031208 000000,0.0,56.0,77.0,39.0,Egypt
20031208 000000,0.0,61.0,,51.0,Egypt
20031208 000000,0.0,70.0,77.0,60.0,Egypt
20031208 000000,,83.0,100.0,60.0,Senegal
20031208 000000,0.0,60.0,68.0,51.0,Tunisia
20031208 000000,0.0,55.0,70.0,41.0,Egypt
20031208 000000,,78.0,96.0,,Senegal
20031208 000000,0.0,83.0,100.0,70.0,Senegal
20031208 000000,0.0,83.0,98.0,68.0,Senegal
20031209 000000,,83.0,100.0,63.0,Senegal
20031209 000000,0.0,81.0,94.0,67.0,Senegal
20031209 000000,,88.0,100.0,,Senegal
20031209 000000,0.0,48.0,50.0,,Tunisia
20031209 000000,0.0,60.0,72.0,50.0,Egypt
20031209 000000,0.0,77.0,83.0,73.0,Senegal
20031209 000000,,81.0,93.0,,Senegal
20031209 000000,,84.0,100.0,60.0,Senegal
20031209 000000,0.0,65.0,76.0,,Egypt
20031209 000000,0.0,70.0,78.0,,Egypt
20031209 000000,,81.0,,,Cameroon
20031209 000000,0.0,62.0,72.0,54.0,Egypt
20031209 000000,0.0,58.0,74.0,46.0,Egypt
20031209 000000,0.0,61.0,76.0,50.0,Egypt
20031209 000000,0.0,60.0,75.0,45.0,Egypt
20031209 000000,0.0,84.0,101.0,,Senegal
20031209 000000,0.0,56.0,59.0,,Tunisia
20031209 000000,0.0,47.0,51.0,43.0,Tunisia
20031209 000000,0.0,59.0,77.0,46.0,Egypt
20031209 000000,0.0,58.0,78.0,42.0,Egypt
20031209 000000,0.0,63.0,75.0,52.0,Egypt
20031209 000000,0.0,61.0,74.0,47.0,Egypt
20031209 000000,0.0,61.0,80.0,46.0,Egypt
20031209 000000,0.0,79.0,97.0,,Senegal
20031209 000000,0.03,48.0,54.0,,Tunisia
20031209 000000,0.0,85.0,,66.0,Senegal
20031209 000000,,83.0,99.0,72.0,Senegal
20031209 000000,0.0,82.0,102.0,69.0,Senegal
20031209 000000,,76.0,,,Cameroon
20031209 000000,0.46,45.0,47.0,41.0,Tunisia
20031210 000000,,84.0,100.0,63.0,Senegal
20031210 000000,0.03,53.0,61.0,43.0,Tunisia
20031210 000000,0.0,61.0,80.0,44.0,Egypt
20031210 000000,0.0,58.0,73.0,46.0,Egypt
20031210 000000,0.04,44.0,47.0,37.0,Tunisia
20031210 000000,,84.0,,,Cameroon
20031210 000000,,84.0,104.0,62.0,Senegal
20031210 000000,0.01,48.0,52.0,44.0,Tunisia
20031210 000000,,78.0,100.0,57.0,Senegal
20031210 000000,0.0,61.0,74.0,48.0,Egypt
20031210 000000,0.0,86.0,104.0,69.0,Senegal
20031210 000000,,84.0,,75.0,Senegal
20031210 000000,0.0,77.0,86.0,72.0,Senegal
20031210 000000,0.0,64.0,81.0,45.0,Egypt
20031210 000000,0.0,66.0,80.0,53.0,Egypt
20031210 000000,0.0,57.0,75.0,41.0,Egypt
20031210 000000,0.0,55.0,74.0,41.0,Egypt
20031210 000000,,54.0,,47.0,Tunisia
20031210 000000,0.0,86.0,102.0,67.0,Senegal
20031210 000000,,83.0,96.0,72.0,Senegal
20031210 000000,0.0,83.0,103.0,68.0,Senegal
20031210 000000,0.0,81.0,98.0,68.0,Senegal
20031210 000000,0.0,81.0,96.0,69.0,Senegal
20031210 000000,0.0,61.0,70.0,51.0,Egypt
20031210 000000,0.0,77.0,99.0,,Senegal
20031210 000000,0.16,51.0,61.0,42.0,Tunisia
20031210 000000,,81.0,,,Cameroon
20031210 000000,,83.0,,69.0,Senegal
20031210 000000,0.0,71.0,79.0,62.0,Egypt
20031210 000000,0.0,68.0,,59.0,Egypt
20031210 000000,0.0,63.0,74.0,53.0,Egypt
20031210 000000,0.0,62.0,72.0,49.0,Egypt
20031211 000000,0.19,49.0,,39.0,Tunisia
20031211 000000,0.0,68.0,78.0,59.0,Egypt
20031211 000000,0.0,58.0,74.0,45.0,Egypt
20031211 000000,0.0,85.0,,65.0,Senegal
20031211 000000,0.45,50.0,52.0,,Tunisia
20031211 000000,0.0,80.0,96.0,66.0,Senegal
20031211 000000,0.0,60.0,69.0,55.0,Egypt
20031211 000000,0.0,63.0,86.0,44.0,Egypt
20031211 000000,0.0,55.0,72.0,44.0,Egypt
20031211 000000,,84.0,94.0,,Senegal
20031211 000000,0.0,62.0,74.0,50.0,Egypt
20031211 000000,,78.0,96.0,58.0,Senegal
20031211 000000,0.0,80.0,98.0,,Senegal
20031211 000000,,82.0,99.0,57.0,Senegal
20031211 000000,,85.0,99.0,73.0,Senegal
20031211 000000,0.0,83.0,96.0,,Senegal
20031211 000000,,84.0,,,Cameroon
20031211 000000,,54.0,,,Tunisia
20031211 000000,0.0,72.0,79.0,64.0,Egypt
20031211 000000,0.0,64.0,72.0,55.0,Egypt
20031211 000000,0.0,58.0,73.0,43.0,Egypt
20031211 000000,0.0,69.0,83.0,56.0,Egypt
20031211 000000,0.0,77.0,83.0,,Senegal
20031211 000000,0.0,83.0,100.0,69.0,Senegal
20031211 000000,0.0,68.0,85.0,50.0,Egypt
20031211 000000,,80.0,92.0,68.0,Senegal
20031211 000000,,79.0,86.0,68.0,Senegal
20031211 000000,0.66,53.0,,50.0,Tunisia
20031211 000000,0.0,65.0,71.0,56.0,Egypt
20031211 000000,0.22,55.0,,51.0,Tunisia
20031211 000000,,82.0,,,Cameroon
20031212 000000,0.0,59.0,74.0,45.0,Egypt
20031212 000000,0.0,82.0,97.0,69.0,Senegal
20031212 000000,0.65,60.0,,53.0,Tunisia
20031212 000000,0.0,75.0,,64.0,Senegal
20031212 000000,0.0,73.0,80.0,64.0,Egypt
20031212 000000,,80.0,97.0,64.0,Senegal
20031212 000000,,80.0,95.0,62.0,Senegal
20031212 000000,0.0,63.0,73.0,57.0,Egypt
20031212 000000,0.0,74.0,91.0,58.0,Egypt
20031212 000000,2.24,58.0,61.0,52.0,Tunisia
20031212 000000,0.0,76.0,82.0,,Senegal
20031212 000000,1.14,56.0,61.0,,Tunisia
20031212 000000,,81.0,,,Cameroon
20031212 000000,,79.0,,,Senegal
20031212 000000,0.0,79.0,96.0,63.0,Senegal
20031212 000000,0.0,64.0,88.0,44.0,Egypt
20031212 000000,0.0,80.0,94.0,,Senegal
20031212 000000,,81.0,98.0,56.0,Senegal
20031212 000000,0.0,83.0,98.0,66.0,Senegal
20031212 000000,0.0,65.0,74.0,,Egypt
20031212 000000,0.0,63.0,76.0,50.0,Egypt
20031212 000000,3.18,62.0,,55.0,Tunisia
20031212 000000,0.0,60.0,78.0,44.0,Egypt
20031212 000000,0.0,83.0,99.0,,Senegal
20031212 000000,0.0,67.0,78.0,58.0,Egypt
20031212 000000,,87.0,,,Cameroon
20031212 000000,0.0,69.0,92.0,49.0,Egypt
20031212 000000,0.0,78.0,91.0,68.0,Senegal
20031212 000000,0.0,65.0,72.0,57.0,Egypt
20031212 000000,,78.0,92.0,64.0,Senegal
20031212 000000,0.5,56.0,62.0,50.0,Tunisia
20031212 000000,0.0,60.0,78.0,45.0,Egypt
20031213 000000,0.0,59.0,74.0,49.0,Egypt
20031213 000000,0.0,77.0,95.0,68.0,Senegal
20031213 000000,0.0,61.0,85.0,43.0,Egypt
20031213 000000,,80.0,98.0,55.0,Senegal
20031213 000000,0.0,83.0,96.0,67.0,Senegal
20031213 000000,,76.0,88.0,66.0,Senegal
20031213 000000,0.0,58.0,61.0,,Tunisia
20031213 000000,,81.0,,,Senegal
20031213 000000,0.0,64.0,72.0,,Egypt
20031213 000000,0.0,76.0,91.0,,Egypt
20031213 000000,,84.0,,,Cameroon
20031213 000000,0.0,76.0,,,Senegal
20031213 000000,,82.0,,,Cameroon
20031213 000000,0.0,69.0,80.0,,Egypt
20031213 000000,2.36,60.0,61.0,32.0,Tunisia
20031213 000000,0.0,60.0,79.0,46.0,Egypt
20031213 000000,0.0,74.0,78.0,71.0,Egypt
20031213 000000,0.0,78.0,94.0,63.0,Senegal
20031213 000000,0.0,80.0,98.0,65.0,Senegal
20031213 000000,,81.0,93.0,62.0,Senegal
20031213 000000,0.0,62.0,73.0,56.0,Egypt
20031213 000000,0.0,61.0,65.0,,Tunisia
20031213 000000,0.0,64.0,76.0,,Egypt
20031213 000000,,76.0,,62.0,Senegal
20031213 000000,0.0,75.0,96.0,61.0,Egypt
20031213 000000,0.0,77.0,,67.0,Senegal
20031213 000000,0.95,60.0,65.0,56.0,Tunisia
20031213 000000,0.0,68.0,87.0,50.0,Egypt
20031213 000000,0.37,62.0,,,Tunisia
20031213 000000,0.0,62.0,81.0,45.0,Egypt
20031213 000000,,77.0,96.0,60.0,Senegal
20031213 000000,0.0,80.0,92.0,70.0,Senegal
20031214 000000,0.0,74.0,88.0,61.0,Egypt
20031214 000000,,93.0,,,Cameroon
20031214 000000,0.0,78.0,91.0,65.0,Egypt
20031214 000000,0.0,76.0,84.0,69.0,Egypt
20031214 000000,0.0,68.0,83.0,55.0,Egypt
20031214 000000,0.04,59.0,67.0,50.0,Tunisia
20031214 000000,,81.0,,,Cameroon
20031214 000000,,79.0,,58.0,Senegal
20031214 000000,,80.0,95.0,69.0,Senegal
20031214 000000,0.0,75.0,81.0,,Egypt
20031214 000000,,77.0,,60.0,Senegal
20031214 000000,,75.0,90.0,63.0,Senegal
20031214 000000,0.0,67.0,81.0,58.0,Egypt
20031214 000000,0.0,60.0,75.0,47.0,Egypt
20031214 000000,,83.0,93.0,69.0,Senegal
20031214 000000,,57.0,66.0,49.0,Egypt
20031214 000000,0.0,62.0,73.0,53.0,Egypt
20031214 000000,,79.0,92.0,66.0,Senegal
20031214 000000,,80.0,95.0,68.0,Senegal
20031214 000000,0.01,59.0,65.0,38.0,Tunisia
20031214 000000,0.0,58.0,72.0,44.0,Egypt
20031214 000000,0.0,80.0,92.0,69.0,Senegal
20031214 000000,,81.0,92.0,56.0,Senegal
20031214 000000,,83.0,95.0,69.0,Senegal
20031214 000000,,77.0,93.0,,Senegal
20031214 000000,0.17,61.0,69.0,54.0,Tunisia
20031214 000000,,77.0,90.0,72.0,Senegal
20031214 000000,0.01,60.0,,55.0,Tunisia
20031214 000000,0.0,62.0,71.0,51.0,Egypt
20031214 000000,0.02,56.0,68.0,51.0,Tunisia
20031214 000000,0.0,63.0,72.0,54.0,Egypt
20031215 000000,0.0,60.0,,,Tunisia
20031215 000000,0.0,79.0,90.0,69.0,Senegal
20031215 000000,0.0,61.0,72.0,50.0,Egypt
20031215 000000,0.0,67.0,76.0,60.0,Egypt
20031215 000000,0.0,79.0,96.0,66.0,Senegal
20031215 000000,0.0,59.0,62.0,,Tunisia
20031215 000000,0.0,77.0,85.0,69.0,Egypt
20031215 000000,0.0,58.0,,48.0,Egypt
20031215 000000,0.0,72.0,78.0,,Egypt
20031215 000000,0.0,58.0,61.0,55.0,Tunisia
20031215 000000,0.0,59.0,66.0,,Tunisia
20031215 000000,0.0,59.0,70.0,49.0,Egypt
20031215 000000,0.0,56.0,,,Tunisia
20031215 000000,0.0,61.0,71.0,,Egypt
20031215 000000,,73.0,86.0,60.0,Senegal
20031215 000000,0.0,76.0,84.0,73.0,Senegal
20031215 000000,0.0,80.0,94.0,58.0,Senegal
20031215 000000,0.0,72.0,82.0,,Egypt
20031215 000000,0.0,76.0,90.0,,Senegal
20031215 000000,0.0,84.0,94.0,66.0,Senegal
20031215 000000,0.0,79.0,91.0,68.0,Senegal
20031215 000000,0.0,61.0,71.0,51.0,Egypt
20031215 000000,,76.0,93.0,59.0,Senegal
20031215 000000,0.0,76.0,91.0,62.0,Senegal
20031215 000000,0.0,79.0,92.0,65.0,Senegal
20031215 000000,0.0,62.0,75.0,53.0,Egypt
20031215 000000,,81.0,,,Cameroon
20031215 000000,0.0,64.0,74.0,,Egypt
20031215 000000,0.0,63.0,74.0,,Egypt
20031215 000000,0.0,78.0,93.0,63.0,Senegal
20031216 000000,,77.0,,65.0,Senegal
20031216 000000,0.0,58.0,73.0,45.0,Egypt
20031216 000000,0.0,60.0,75.0,46.0,Egypt
20031216 000000,0.0,67.0,77.0,,Egypt
20031216 000000,0.0,61.0,74.0,51.0,Egypt
20031216 000000,0.0,53.0,62.0,,Tunisia
20031216 000000,0.0,55.0,56.0,,Tunisia
20031216 000000,,76.0,95.0,58.0,Senegal
20031216 000000,0.0,62.0,77.0,,Egypt
20031216 000000,0.0,63.0,71.0,55.0,Egypt
20031216 000000,,85.0,,,Cameroon
20031216 000000,0.0,79.0,90.0,69.0,Senegal
20031216 000000,0.0,78.0,91.0,67.0,Senegal
20031216 000000,,82.0,,,Cameroon
20031216 000000,,72.0,92.0,60.0,Senegal
20031216 000000,0.0,81.0,98.0,66.0,Senegal
20031216 000000,0.0,66.0,78.0,,Egypt
20031216 000000,,79.0,98.0,54.0,Senegal
20031216 000000,0.0,62.0,74.0,53.0,Egypt
20031216 000000,0.0,76.0,99.0,,Senegal
20031216 000000,0.0,77.0,,59.0,Senegal
20031216 000000,0.0,60.0,72.0,51.0,Egypt
20031216 000000,0.0,71.0,89.0,,Senegal
20031216 000000,,80.0,96.0,,Senegal
20031216 000000,0.0,75.0,81.0,70.0,Egypt
20031216 000000,,55.0,59.0,,Tunisia
20031216 000000,0.0,61.0,68.0,55.0,Egypt
20031216 000000,0.0,62.0,76.0,46.0,Egypt
20031216 000000,,79.0,,63.0,Senegal
20031216 000000,0.0,56.0,,,Tunisia
20031216 000000,0.0,57.0,63.0,48.0,Tunisia
20031217 000000,0.0,53.0,,,Egypt
20031217 000000,0.0,74.0,83.0,,Senegal
20031217 000000,0.0,64.0,76.0,51.0,Egypt
20031217 000000,,83.0,96.0,63.0,Senegal
20031217 000000,0.0,59.0,70.0,48.0,Egypt
20031217 000000,0.0,64.0,80.0,45.0,Egypt
20031217 000000,0.0,82.0,100.0,65.0,Senegal
20031217 000000,,81.0,99.0,62.0,Senegal
20031217 000000,,71.0,,,Senegal
20031217 000000,0.0,79.0,97.0,66.0,Senegal
20031217 000000,,51.0,,,Tunisia
20031217 000000,0.0,77.0,,65.0,Senegal
20031217 000000,0.0,77.0,92.0,67.0,Senegal
20031217 000000,0.0,80.0,99.0,60.0,Senegal
20031217 000000,0.0,58.0,65.0,54.0,Egypt
20031217 000000,0.0,60.0,76.0,44.0,Egypt
20031217 000000,0.0,74.0,80.0,69.0,Egypt
20031217 000000,0.0,54.0,59.0,47.0,Tunisia
20031217 000000,,77.0,98.0,57.0,Senegal
20031217 000000,,81.0,,,Cameroon
20031217 000000,0.0,64.0,76.0,53.0,Egypt
20031217 000000,,59.0,67.0,,Egypt
20031217 000000,,77.0,,,Cameroon
20031217 000000,,57.0,62.0,,Egypt
20031217 000000,,75.0,90.0,61.0,Senegal
20031217 000000,0.0,51.0,60.0,43.0,Tunisia
20031217 000000,0.0,61.0,76.0,51.0,Egypt
20031217 000000,0.0,48.0,59.0,38.0,Tunisia
20031217 000000,,79.0,,54.0,Senegal
20031217 000000,0.0,50.0,,,Tunisia
20031217 000000,0.0,67.0,77.0,55.0,Egypt
20031218 000000,0.0,80.0,,67.0,Senegal
20031218 000000,0.0,52.0,61.0,45.0,Egypt
20031218 000000,0.0,50.0,59.0,37.0,Tunisia
20031218 000000,,82.0,96.0,64.0,Senegal
20031218 000000,,89.0,,,Cameroon
20031218 000000,,71.0,93.0,56.0,Senegal
20031218 000000,,83.0,,,Cameroon
20031218 000000,0.0,53.0,60.0,46.0,Tunisia
20031218 000000,,76.0,98.0,55.0,Senegal
20031218 000000,0.0,49.0,60.0,38.0,Tunisia
20031218 000000,0.0,77.0,99.0,61.0,Senegal
20031218 000000,0.0,83.0,94.0,69.0,Senegal
20031218 000000,,45.0,56.0,,Tunisia
20031218 000000,0.0,54.0,63.0,43.0,Egypt
20031218 000000,0.71,55.0,,47.0,Egypt
20031218 000000,0.0,77.0,99.0,64.0,Senegal
20031218 000000,0.0,86.0,99.0,65.0,Senegal
20031218 000000,0.16,52.0,60.0,46.0,Egypt
20031218 000000,0.0,76.0,82.0,71.0,Senegal
20031218 000000,0.0,51.0,62.0,42.0,Egypt
20031218 000000,0.0,55.0,60.0,51.0,Egypt
20031218 000000,0.0,59.0,,,Egypt
20031218 000000,,77.0,,56.0,Senegal
20031218 000000,0.0,71.0,81.0,66.0,Egypt
20031218 000000,0.0,51.0,60.0,43.0,Egypt
20031218 000000,0.0,61.0,,,Egypt
20031218 000000,,49.0,56.0,,Egypt
20031218 000000,0.0,57.0,64.0,,Egypt
20031218 000000,,76.0,98.0,53.0,Senegal
20031218 000000,0.0,53.0,62.0,41.0,Tunisia
20031219 000000,0.0,80.0,96.0,63.0,Senegal
20031219 000000,0.12,57.0,60.0,55.0,Egypt
20031219 000000,,83.0,98.0,63.0,Senegal
20031219 000000,0.0,66.0,75.0,56.0,Egypt
20031219 000000,0.0,78.0,96.0,,Senegal
20031219 000000,0.0,50.0,65.0,37.0,Egypt
20031219 000000,,80.0,99.0,57.0,Senegal
20031219 000000,0.04,50.0,59.0,,Egypt
20031219 000000,0.0,54.0,,46.0,Tunisia
20031219 000000,,80.0,,63.0,Senegal
20031219 000000,0.0,53.0,61.0,48.0,Egypt
20031219 000000,0.0,46.0,,36.0,Tunisia
20031219 000000,,51.0,61.0,,Tunisia
20031219 000000,,80.0,102.0,64.0,Senegal
20031219 000000,,78.0,,52.0,Senegal
20031219 000000,0.08,51.0,63.0,,Egypt
20031219 000000,,77.0,98.0,56.0,Senegal
20031219 000000,,83.0,,,Cameroon
20031219 000000,0.0,51.0,63.0,41.0,Egypt
20031219 000000,0.55,55.0,79.0,48.0,Egypt
20031219 000000,0.0,77.0,,71.0,Senegal
20031219 000000,0.0,54.0,65.0,43.0,Egypt
20031219 000000,0.0,59.0,67.0,53.0,Egypt
20031219 000000,0.0,50.0,62.0,33.0,Egypt
20031219 000000,0.0,53.0,64.0,43.0,Egypt
20031219 000000,0.0,49.0,57.0,33.0,Tunisia
20031219 000000,,77.0,93.0,62.0,Senegal
20031219 000000,0.0,51.0,,,Tunisia
20031219 000000,0.0,81.0,94.0,,Senegal
20031219 000000,,86.0,99.0,66.0,Senegal
20031219 000000,,80.0,,67.0,Senegal
20031220 000000,0.13,54.0,58.0,32.0,Tunisia
20031220 000000,0.0,55.0,61.0,49.0,Tunisia
20031220 000000,0.0,80.0,98.0,,Senegal
20031220 000000,0.0,76.0,,,Senegal
20031220 000000,0.0,76.0,89.0,64.0,Senegal
20031220 000000,0.0,54.0,,43.0,Egypt
20031220 000000,0.0,69.0,76.0,63.0,Egypt
20031220 000000,,81.0,100.0,67.0,Senegal
20031220 000000,0.0,51.0,63.0,,Egypt
20031220 000000,0.04,55.0,,51.0,Egypt
20031220 000000,,80.0,,52.0,Senegal
20031220 000000,0.08,54.0,62.0,47.0,Egypt
20031220 000000,,77.0,96.0,57.0,Senegal
20031220 000000,,87.0,99.0,,Senegal
20031220 000000,0.0,51.0,64.0,42.0,Egypt
20031220 000000,0.0,55.0,68.0,44.0,Egypt
20031220 000000,0.0,51.0,65.0,,Egypt
20031220 000000,,74.0,98.0,,Senegal
20031220 000000,0.0,76.0,96.0,63.0,Senegal
20031220 000000,0.0,53.0,66.0,39.0,Egypt
20031220 000000,0.0,50.0,61.0,40.0,Tunisia
20031220 000000,0.0,57.0,63.0,,Egypt
20031220 000000,,77.0,91.0,66.0,Senegal
20031220 000000,,79.0,94.0,62.0,Senegal
20031220 000000,0.0,50.0,63.0,37.0,Egypt
20031220 000000,,78.0,,,Cameroon
20031220 000000,0.0,76.0,94.0,63.0,Senegal
20031220 000000,0.0,53.0,60.0,48.0,Tunisia
20031220 000000,,80.0,,,Cameroon
20031220 000000,0.14,55.0,61.0,51.0,Tunisia
20031220 000000,0.0,59.0,67.0,,Egypt
20031221 000000,0.0,57.0,73.0,,Egypt
20031221 000000,,81.0,99.0,59.0,Senegal
20031221 000000,0.0,74.0,98.0,64.0,Senegal
20031221 000000,0.15,54.0,63.0,32.0,Tunisia
20031221 000000,0.0,75.0,83.0,,Senegal
20031221 000000,0.0,50.0,63.0,36.0,Egypt
20031221 000000,,78.0,98.0,61.0,Senegal
20031221 000000,0.0,52.0,58.0,46.0,Egypt
20031221 000000,0.0,51.0,66.0,35.0,Egypt
20031221 000000,0.0,55.0,69.0,42.0,Egypt
20031221 000000,0.0,82.0,96.0,66.0,Senegal
20031221 000000,,82.0,93.0,63.0,Senegal
20031221 000000,0.0,52.0,67.0,38.0,Egypt
20031221 000000,,81.0,,,Cameroon
20031221 000000,,76.0,88.0,65.0,Senegal
20031221 000000,0.0,53.0,63.0,45.0,Tunisia
20031221 000000,,81.0,,,Cameroon
20031221 000000,0.0,77.0,92.0,63.0,Senegal
20031221 000000,0.0,79.0,,61.0,Senegal
20031221 000000,0.0,81.0,97.0,68.0,Senegal
20031221 000000,0.24,54.0,,51.0,Egypt
20031221 000000,0.0,57.0,62.0,,Tunisia
20031221 000000,0.0,74.0,90.0,62.0,Senegal
20031221 000000,0.0,55.0,65.0,,Tunisia
20031221 000000,0.0,51.0,65.0,37.0,Egypt
20031221 000000,0.0,55.0,65.0,44.0,Egypt
20031221 000000,0.0,60.0,68.0,53.0,Egypt
20031221 000000,0.0,53.0,66.0,42.0,Egypt
20031221 000000,0.0,78.0,100.0,,Senegal
20031221 000000,0.0,68.0,74.0,57.0,Egypt
20031221 000000,0.1,56.0,64.0,,Tunisia
20031222 000000,,56.0,63.0,50.0,Egypt
20031222 000000,0.0,53.0,62.0,45.0,Egypt
20031222 000000,0.0,76.0,92.0,61.0,Senegal
20031222 000000,0.0,61.0,,48.0,Egypt
20031222 000000,0.0,54.0,62.0,,Egypt
20031222 000000,0.0,53.0,63.0,43.0,Tunisia
20031222 000000,0.0,52.0,69.0,39.0,Egypt
20031222 000000,0.0,76.0,88.0,,Senegal
20031222 000000,,80.0,,,Cameroon
20031222 000000,0.0,79.0,95.0,,Senegal
20031222 000000,,81.0,91.0,,Senegal
20031222 000000,,73.0,,63.0,Senegal
20031222 000000,0.0,58.0,73.0,48.0,Egypt
20031222 000000,0.0,49.0,63.0,35.0,Egypt
20031222 000000,,82.0,,,Cameroon
20031222 000000,,79.0,93.0,61.0,Senegal
20031222 000000,0.0,53.0,63.0,,Tunisia
20031222 000000,0.0,80.0,98.0,64.0,Senegal
20031222 000000,0.0,52.0,67.0,40.0,Egypt
20031222 000000,0.0,54.0,63.0,,Egypt
20031222 000000,0.0,54.0,68.0,37.0,Egypt
20031222 000000,0.0,48.0,56.0,42.0,Tunisia
20031222 000000,,79.0,88.0,66.0,Senegal
20031222 000000,,74.0,88.0,65.0,Senegal
20031222 000000,0.0,78.0,90.0,66.0,Senegal
20031222 000000,0.0,71.0,77.0,63.0,Egypt
20031222 000000,0.0,55.0,61.0,48.0,Tunisia
20031222 000000,,82.0,96.0,60.0,Senegal
20031222 000000,,84.0,95.0,,Senegal
20031222 000000,0.0,51.0,65.0,37.0,Egypt
20031222 000000,,77.0,96.0,57.0,Senegal
20031222 000000,0.0,57.0,64.0,,Tunisia
20031223 000000,0.87,43.0,48.0,32.0,Tunisia
20031223 000000,,78.0,95.0,66.0,Senegal
20031223 000000,0.0,81.0,97.0,,Senegal
20031223 000000,0.0,78.0,88.0,71.0,Senegal
20031223 000000,0.0,47.0,50.0,,Tunisia
20031223 000000,0.06,47.0,53.0,44.0,Tunisia
20031223 000000,0.0,48.0,65.0,34.0,Egypt
20031223 000000,,81.0,,,Cameroon
20031223 000000,0.0,85.0,,69.0,Senegal
20031223 000000,,83.0,95.0,62.0,Senegal
20031223 000000,,77.0,86.0,,Senegal
20031223 000000,0.0,53.0,59.0,,Tunisia
20031223 000000,0.16,55.0,63.0,,Egypt
20031223 000000,0.0,55.0,67.0,44.0,Egypt
20031223 000000,0.0,52.0,66.0,38.0,Egypt
20031223 000000,0.0,79.0,90.0,,Senegal
20031223 000000,0.0,60.0,68.0,51.0,Egypt
20031223 000000,,77.0,,70.0,Senegal
20031223 000000,0.0,53.0,70.0,38.0,Egypt
20031223 000000,0.0,76.0,88.0,,Senegal
20031223 000000,0.0,70.0,74.0,63.0,Egypt
20031223 000000,0.0,77.0,90.0,65.0,Senegal
20031223 000000,0.0,46.0,52.0,,Tunisia
20031223 000000,,78.0,,,Cameroon
20031223 000000,0.2,54.0,64.0,46.0,Egypt
20031223 000000,0.0,52.0,,38.0,Egypt
20031223 000000,0.0,51.0,69.0,35.0,Egypt
20031223 000000,,85.0,96.0,,Senegal
20031223 000000,0.0,54.0,68.0,45.0,Egypt
20031223 000000,,77.0,90.0,67.0,Senegal
20031223 000000,0.0,53.0,63.0,42.0,Egypt
20031224 000000,0.0,58.0,72.0,48.0,Egypt
20031224 000000,,47.0,54.0,,Tunisia
20031224 000000,,81.0,98.0,,Senegal
