DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19900214 000000,0.0,58.0,64.0,,Egypt
19900214 000000,,83.0,,77.0,Cameroon
19900214 000000,0.0,60.0,72.0,50.0,Tunisia
19900214 000000,,79.0,102.0,56.0,Senegal
19900214 000000,,78.0,100.0,61.0,Senegal
19900214 000000,0.0,61.0,68.0,54.0,Tunisia
19900214 000000,,71.0,80.0,,Senegal
19900214 000000,,80.0,,66.0,Cameroon
19900214 000000,0.0,64.0,81.0,42.0,Egypt
19900214 000000,,83.0,99.0,70.0,Senegal
19900214 000000,,84.0,100.0,69.0,Senegal
19900214 000000,,84.0,100.0,69.0,Senegal
19900214 000000,0.0,62.0,72.0,,Egypt
19900215 000000,,79.0,98.0,70.0,Senegal
19900215 000000,0.0,61.0,72.0,49.0,Tunisia
19900215 000000,0.0,63.0,75.0,53.0,Tunisia
19900215 000000,0.0,56.0,75.0,42.0,Tunisia
19900215 000000,,86.0,99.0,71.0,Senegal
19900215 000000,,63.0,79.0,46.0,Egypt
19900215 000000,0.0,59.0,69.0,48.0,Egypt
19900215 000000,0.0,67.0,73.0,55.0,Egypt
19900215 000000,0.0,58.0,68.0,50.0,Egypt
19900215 000000,,86.0,99.0,78.0,Senegal
19900215 000000,0.0,64.0,76.0,54.0,Tunisia
19900215 000000,,84.0,100.0,72.0,Senegal
19900215 000000,0.02,59.0,70.0,50.0,Egypt
19900215 000000,0.0,64.0,79.0,49.0,Tunisia
19900215 000000,,57.0,,43.0,Egypt
19900215 000000,,84.0,100.0,64.0,Senegal
19900215 000000,,86.0,102.0,74.0,Senegal
19900215 000000,,64.0,78.0,53.0,Egypt
19900215 000000,,71.0,79.0,,Senegal
19900215 000000,,77.0,95.0,63.0,Senegal
19900215 000000,,85.0,102.0,,Senegal
19900215 000000,,85.0,96.0,,Senegal
19900215 000000,0.0,65.0,75.0,58.0,Egypt
19900215 000000,,61.0,77.0,44.0,Egypt
19900215 000000,,87.0,,75.0,Senegal
19900215 000000,,75.0,93.0,62.0,Senegal
19900215 000000,,83.0,94.0,,Senegal
19900216 000000,,70.0,79.0,64.0,Senegal
19900216 000000,,82.0,98.0,66.0,Senegal
19900216 000000,,78.0,99.0,67.0,Senegal
19900216 000000,0.0,67.0,77.0,,Egypt
19900216 000000,,89.0,103.0,77.0,Senegal
19900216 000000,0.0,60.0,72.0,50.0,Egypt
19900216 000000,0.0,65.0,82.0,49.0,Egypt
19900216 000000,,83.0,103.0,65.0,Senegal
19900216 000000,,69.0,77.0,58.0,Egypt
19900216 000000,,66.0,81.0,52.0,Egypt
19900216 000000,0.0,62.0,75.0,52.0,Egypt
19900216 000000,0.0,76.0,94.0,61.0,Senegal
19900216 000000,0.0,62.0,73.0,53.0,Tunisia
19900216 000000,,87.0,,68.0,Senegal
19900216 000000,,83.0,102.0,67.0,Cameroon
19900216 000000,,71.0,92.0,51.0,Cameroon
19900216 000000,,86.0,100.0,71.0,Senegal
19900216 000000,0.0,64.0,75.0,57.0,Tunisia
19900216 000000,,87.0,105.0,63.0,Senegal
19900216 000000,0.0,78.0,101.0,67.0,Senegal
19900216 000000,,86.0,103.0,,Senegal
19900216 000000,0.0,62.0,83.0,43.0,Egypt
19900216 000000,0.0,65.0,,58.0,Egypt
19900216 000000,0.0,61.0,70.0,51.0,Tunisia
19900216 000000,0.0,64.0,74.0,49.0,Tunisia
19900216 000000,0.0,60.0,69.0,52.0,Tunisia
19900216 000000,,88.0,104.0,69.0,Senegal
19900217 000000,,73.0,85.0,62.0,Senegal
19900217 000000,0.0,64.0,74.0,50.0,Egypt
19900217 000000,,78.0,100.0,,Senegal
19900217 000000,0.0,60.0,74.0,49.0,Tunisia
19900217 000000,,71.0,83.0,61.0,Senegal
19900217 000000,,82.0,101.0,67.0,Senegal
19900217 000000,0.0,64.0,86.0,,Egypt
19900217 000000,,83.0,104.0,62.0,Senegal
19900217 000000,0.0,61.0,84.0,,Egypt
19900217 000000,,80.0,104.0,56.0,Senegal
19900217 000000,,77.0,101.0,61.0,Senegal
19900217 000000,0.0,61.0,78.0,49.0,Tunisia
19900217 000000,0.0,60.0,83.0,42.0,Egypt
19900217 000000,0.0,69.0,78.0,,Egypt
19900217 000000,0.0,65.0,80.0,,Egypt
19900217 000000,0.0,60.0,68.0,,Egypt
19900217 000000,,85.0,102.0,70.0,Senegal
19900217 000000,0.0,59.0,76.0,41.0,Tunisia
19900217 000000,0.0,59.0,71.0,,Tunisia
19900217 000000,,85.0,100.0,65.0,Senegal
19900217 000000,0.0,63.0,78.0,49.0,Tunisia
19900217 000000,,87.0,102.0,70.0,Senegal
19900217 000000,0.0,62.0,70.0,,Egypt
19900217 000000,,77.0,101.0,62.0,Senegal
19900217 000000,,84.0,103.0,,Senegal
19900217 000000,0.0,63.0,77.0,48.0,Egypt
19900217 000000,,84.0,104.0,65.0,Senegal
19900218 000000,0.0,57.0,75.0,47.0,Tunisia
19900218 000000,0.0,71.0,84.0,57.0,Egypt
19900218 000000,,73.0,92.0,,Cameroon
19900218 000000,,82.0,,68.0,Senegal
19900218 000000,0.0,57.0,60.0,,Egypt
19900218 000000,0.0,57.0,67.0,,Tunisia
19900218 000000,,74.0,,64.0,Senegal
19900218 000000,,84.0,102.0,,Cameroon
19900218 000000,0.0,58.0,,,Egypt
19900218 000000,0.0,60.0,74.0,41.0,Tunisia
19900218 000000,,85.0,100.0,67.0,Senegal
19900218 000000,0.0,63.0,74.0,,Egypt
19900218 000000,0.0,71.0,81.0,62.0,Egypt
19900218 000000,,85.0,99.0,72.0,Senegal
19900218 000000,0.0,60.0,75.0,48.0,Tunisia
19900218 000000,,62.0,75.0,53.0,Egypt
19900218 000000,,85.0,93.0,78.0,Cameroon
19900218 000000,,87.0,102.0,67.0,Senegal
19900218 000000,0.0,66.0,82.0,44.0,Egypt
19900218 000000,,78.0,,66.0,Senegal
19900218 000000,,81.0,,69.0,Senegal
19900218 000000,,85.0,,68.0,Senegal
19900218 000000,,89.0,101.0,,Senegal
19900218 000000,,77.0,,64.0,Senegal
19900218 000000,,85.0,100.0,64.0,Senegal
19900218 000000,0.01,58.0,67.0,53.0,Egypt
19900218 000000,0.0,53.0,74.0,38.0,Tunisia
19900218 000000,,86.0,97.0,61.0,Cameroon
19900218 000000,,74.0,82.0,62.0,Senegal
19900218 000000,0.0,66.0,81.0,44.0,Egypt
19900218 000000,,83.0,,69.0,Senegal
19900219 000000,0.0,60.0,67.0,50.0,Egypt
19900219 000000,,74.0,81.0,70.0,Senegal
19900219 000000,,88.0,102.0,74.0,Senegal
19900219 000000,,83.0,104.0,68.0,Senegal
19900219 000000,0.0,56.0,66.0,47.0,Egypt
19900219 000000,0.0,53.0,65.0,41.0,Egypt
19900219 000000,0.08,81.0,90.0,74.0,Cameroon
19900219 000000,,84.0,105.0,70.0,Senegal
19900219 000000,,78.0,93.0,67.0,Senegal
19900219 000000,0.04,56.0,,,Egypt
19900219 000000,0.0,56.0,69.0,47.0,Tunisia
19900219 000000,,83.0,101.0,72.0,Senegal
19900219 000000,0.0,56.0,62.0,,Egypt
19900219 000000,0.0,56.0,60.0,53.0,Egypt
19900219 000000,,71.0,,,Senegal
19900219 000000,,83.0,104.0,64.0,Senegal
19900219 000000,,57.0,66.0,43.0,Egypt
19900219 000000,,89.0,104.0,,Senegal
19900219 000000,,57.0,70.0,,Egypt
19900219 000000,0.0,60.0,76.0,,Tunisia
19900219 000000,0.0,59.0,68.0,,Tunisia
19900219 000000,0.0,58.0,64.0,49.0,Tunisia
19900219 000000,0.0,59.0,73.0,45.0,Tunisia
19900219 000000,,75.0,92.0,61.0,Senegal
19900219 000000,,87.0,98.0,76.0,Senegal
19900219 000000,,83.0,102.0,64.0,Senegal
19900219 000000,0.0,62.0,70.0,,Egypt
19900219 000000,,88.0,103.0,,Senegal
19900220 000000,,85.0,103.0,70.0,Senegal
19900220 000000,0.0,58.0,66.0,52.0,Tunisia
19900220 000000,0.0,61.0,65.0,58.0,Tunisia
19900220 000000,,57.0,67.0,42.0,Egypt
19900220 000000,,80.0,99.0,62.0,Senegal
19900220 000000,0.0,60.0,69.0,54.0,Tunisia
19900220 000000,,68.0,78.0,62.0,Senegal
19900220 000000,0.0,51.0,61.0,45.0,Egypt
19900220 000000,0.0,58.0,69.0,,Tunisia
19900220 000000,0.0,58.0,69.0,47.0,Egypt
19900220 000000,,70.0,74.0,,Senegal
19900220 000000,,72.0,82.0,67.0,Senegal
19900220 000000,,85.0,104.0,67.0,Senegal
19900220 000000,,88.0,103.0,75.0,Senegal
19900220 000000,,79.0,97.0,61.0,Senegal
19900220 000000,0.0,52.0,,43.0,Egypt
19900220 000000,,56.0,68.0,44.0,Egypt
19900220 000000,0.0,54.0,65.0,44.0,Tunisia
19900220 000000,,86.0,103.0,65.0,Senegal
19900220 000000,,82.0,102.0,65.0,Senegal
19900220 000000,,60.0,,49.0,Egypt
19900220 000000,0.0,58.0,62.0,54.0,Egypt
19900220 000000,,74.0,93.0,67.0,Senegal
19900220 000000,,57.0,65.0,38.0,Egypt
19900220 000000,0.0,57.0,62.0,53.0,Egypt
19900220 000000,,82.0,101.0,65.0,Senegal
19900220 000000,,81.0,101.0,63.0,Senegal
19900221 000000,,77.0,96.0,63.0,Senegal
19900221 000000,,85.0,102.0,73.0,Senegal
19900221 000000,,80.0,101.0,62.0,Senegal
19900221 000000,,76.0,93.0,65.0,Senegal
19900221 000000,,53.0,,39.0,Egypt
19900221 000000,,87.0,101.0,73.0,Senegal
19900221 000000,0.0,58.0,68.0,47.0,Egypt
19900221 000000,,79.0,100.0,,Senegal
19900221 000000,0.0,55.0,,41.0,Egypt
19900221 000000,0.0,58.0,73.0,,Tunisia
19900221 000000,0.0,57.0,68.0,42.0,Tunisia
19900221 000000,0.0,56.0,70.0,42.0,Egypt
19900221 000000,,57.0,,,Egypt
19900221 000000,0.04,53.0,64.0,46.0,Egypt
19900221 000000,0.0,56.0,70.0,47.0,Tunisia
19900221 000000,0.0,60.0,65.0,,Tunisia
19900221 000000,,80.0,98.0,67.0,Senegal
19900221 000000,0.0,56.0,67.0,45.0,Tunisia
19900221 000000,,68.0,,63.0,Senegal
19900221 000000,0.0,51.0,63.0,42.0,Egypt
19900221 000000,,79.0,99.0,,Senegal
19900221 000000,,56.0,68.0,46.0,Egypt
19900221 000000,,71.0,,65.0,Senegal
19900221 000000,,84.0,100.0,68.0,Senegal
19900221 000000,,69.0,,,Senegal
19900221 000000,,77.0,96.0,63.0,Senegal
19900222 000000,,57.0,67.0,46.0,Egypt
19900222 000000,,82.0,94.0,73.0,Senegal
19900222 000000,0.0,55.0,64.0,41.0,Tunisia
19900222 000000,0.24,54.0,59.0,49.0,Egypt
19900222 000000,0.0,55.0,64.0,48.0,Tunisia
19900222 000000,,89.0,99.0,77.0,Senegal
19900222 000000,,81.0,90.0,74.0,Senegal
19900222 000000,0.0,56.0,,39.0,Egypt
19900222 000000,0.0,56.0,63.0,48.0,Tunisia
19900222 000000,,73.0,87.0,66.0,Senegal
19900222 000000,,85.0,98.0,75.0,Senegal
19900222 000000,0.0,54.0,67.0,44.0,Tunisia
19900222 000000,,84.0,96.0,67.0,Cameroon
19900222 000000,,77.0,96.0,67.0,Senegal
19900222 000000,0.01,77.0,91.0,65.0,Senegal
19900222 000000,,86.0,103.0,76.0,Senegal
19900222 000000,,71.0,85.0,52.0,Cameroon
19900222 000000,,81.0,97.0,65.0,Senegal
19900222 000000,,80.0,88.0,56.0,Cameroon
19900222 000000,0.0,71.0,81.0,67.0,Senegal
19900222 000000,0.16,54.0,63.0,46.0,Egypt
19900222 000000,0.0,53.0,62.0,,Egypt
19900222 000000,,85.0,99.0,68.0,Senegal
19900222 000000,0.0,56.0,69.0,42.0,Egypt
19900222 000000,,83.0,91.0,71.0,Senegal
19900222 000000,,83.0,101.0,69.0,Senegal
19900222 000000,,82.0,92.0,74.0,Cameroon
19900222 000000,0.0,60.0,68.0,50.0,Egypt
19900222 000000,0.0,63.0,68.0,,Egypt
19900222 000000,0.0,56.0,69.0,41.0,Egypt
19900222 000000,0.0,56.0,63.0,48.0,Tunisia
19900223 000000,0.0,54.0,68.0,39.0,Tunisia
19900223 000000,0.28,52.0,,47.0,Egypt
19900223 000000,,71.0,83.0,,Cameroon
19900223 000000,0.08,54.0,61.0,,Egypt
19900223 000000,,87.0,97.0,80.0,Senegal
19900223 000000,0.0,52.0,63.0,39.0,Egypt
19900223 000000,0.0,87.0,99.0,80.0,Senegal
19900223 000000,,78.0,97.0,66.0,Senegal
19900223 000000,,76.0,88.0,54.0,Cameroon
19900223 000000,0.0,71.0,79.0,,Senegal
19900223 000000,,81.0,99.0,62.0,Senegal
19900223 000000,,86.0,97.0,76.0,Senegal
19900223 000000,0.0,58.0,68.0,47.0,Egypt
19900223 000000,0.04,87.0,98.0,74.0,Senegal
19900223 000000,0.0,54.0,69.0,37.0,Egypt
19900223 000000,,54.0,,39.0,Egypt
19900223 000000,0.02,80.0,98.0,68.0,Senegal
19900223 000000,0.04,57.0,,,Egypt
19900223 000000,,87.0,97.0,74.0,Senegal
19900223 000000,0.0,55.0,64.0,48.0,Tunisia
19900223 000000,,77.0,,66.0,Cameroon
19900223 000000,0.0,59.0,64.0,51.0,Tunisia
19900223 000000,0.0,84.0,100.0,69.0,Senegal
19900223 000000,,80.0,100.0,66.0,Senegal
19900223 000000,0.0,57.0,66.0,49.0,Tunisia
19900223 000000,0.0,85.0,,71.0,Senegal
19900223 000000,0.0,53.0,,40.0,Egypt
19900223 000000,,78.0,90.0,,Cameroon
19900223 000000,,61.0,,52.0,Egypt
19900223 000000,0.0,56.0,65.0,49.0,Tunisia
19900223 000000,0.0,85.0,96.0,72.0,Senegal
19900224 000000,0.0,53.0,69.0,,Egypt
19900224 000000,,78.0,99.0,66.0,Senegal
19900224 000000,0.16,52.0,69.0,45.0,Egypt
19900224 000000,0.0,54.0,69.0,37.0,Egypt
19900224 000000,0.0,83.0,101.0,64.0,Senegal
19900224 000000,0.0,52.0,66.0,41.0,Egypt
19900224 000000,,72.0,80.0,,Senegal
19900224 000000,,84.0,101.0,60.0,Senegal
19900224 000000,,84.0,99.0,70.0,Senegal
19900224 000000,0.0,85.0,100.0,68.0,Senegal
19900224 000000,0.0,60.0,69.0,49.0,Egypt
19900224 000000,0.0,57.0,67.0,50.0,Tunisia
19900224 000000,0.0,85.0,101.0,72.0,Senegal
19900224 000000,,80.0,102.0,,Senegal
19900224 000000,0.0,55.0,67.0,46.0,Tunisia
19900224 000000,0.0,82.0,104.0,67.0,Senegal
19900224 000000,0.0,79.0,95.0,69.0,Senegal
19900224 000000,0.0,56.0,63.0,,Egypt
19900224 000000,0.24,54.0,62.0,49.0,Egypt
19900224 000000,0.0,56.0,71.0,44.0,Tunisia
19900224 000000,0.16,56.0,66.0,44.0,Egypt
19900224 000000,,86.0,98.0,71.0,Senegal
19900224 000000,0.0,55.0,68.0,43.0,Tunisia
19900224 000000,,84.0,101.0,68.0,Senegal
19900224 000000,0.0,53.0,71.0,34.0,Tunisia
19900225 000000,0.0,58.0,67.0,48.0,Egypt
19900225 000000,0.08,58.0,,46.0,Egypt
19900225 000000,0.0,56.0,68.0,42.0,Tunisia
19900225 000000,0.01,57.0,63.0,49.0,Egypt
19900225 000000,0.0,55.0,75.0,38.0,Tunisia
19900225 000000,,81.0,91.0,,Cameroon
19900225 000000,0.0,61.0,72.0,49.0,Tunisia
19900225 000000,0.16,51.0,,43.0,Egypt
19900225 000000,0.0,57.0,69.0,46.0,Egypt
19900225 000000,0.0,55.0,70.0,41.0,Egypt
19900225 000000,0.0,55.0,69.0,41.0,Egypt
19900225 000000,,87.0,97.0,77.0,Senegal
19900225 000000,,69.0,82.0,,Cameroon
19900225 000000,,79.0,95.0,64.0,Senegal
19900225 000000,0.0,63.0,66.0,52.0,Egypt
19900225 000000,,90.0,99.0,,Senegal
19900225 000000,,82.0,100.0,65.0,Senegal
19900225 000000,,76.0,85.0,,Senegal
19900225 000000,0.0,52.0,69.0,40.0,Egypt
19900225 000000,0.0,55.0,68.0,45.0,Tunisia
19900225 000000,,75.0,83.0,57.0,Cameroon
19900225 000000,,87.0,96.0,78.0,Senegal
19900225 000000,0.0,85.0,102.0,68.0,Senegal
19900225 000000,,87.0,100.0,76.0,Senegal
19900225 000000,,87.0,99.0,78.0,Senegal
19900225 000000,0.0,58.0,74.0,43.0,Tunisia
19900225 000000,,86.0,98.0,76.0,Senegal
19900225 000000,,79.0,89.0,67.0,Cameroon
19900225 000000,,86.0,101.0,70.0,Senegal
19900225 000000,,72.0,86.0,,Senegal
19900226 000000,,87.0,98.0,76.0,Senegal
19900226 000000,0.0,57.0,74.0,38.0,Tunisia
19900226 000000,,83.0,99.0,73.0,Senegal
19900226 000000,,74.0,81.0,68.0,Senegal
19900226 000000,,86.0,94.0,77.0,Senegal
19900226 000000,0.0,54.0,67.0,,Egypt
19900226 000000,,79.0,96.0,71.0,Senegal
19900226 000000,0.0,62.0,73.0,53.0,Tunisia
19900226 000000,,84.0,98.0,71.0,Senegal
19900226 000000,,84.0,93.0,,Senegal
19900226 000000,0.0,60.0,79.0,46.0,Tunisia
19900226 000000,0.0,58.0,71.0,46.0,Tunisia
19900226 000000,0.0,60.0,72.0,,Egypt
19900226 000000,0.0,58.0,73.0,49.0,Tunisia
19900226 000000,,68.0,,56.0,Cameroon
19900226 000000,0.0,55.0,65.0,45.0,Egypt
19900226 000000,0.0,58.0,74.0,40.0,Egypt
19900226 000000,0.0,57.0,71.0,40.0,Egypt
19900226 000000,,83.0,95.0,71.0,Senegal
19900226 000000,,85.0,95.0,77.0,Senegal
19900226 000000,,83.0,94.0,73.0,Senegal
19900226 000000,,74.0,87.0,,Senegal
19900226 000000,0.0,57.0,72.0,39.0,Egypt
19900226 000000,0.0,60.0,70.0,49.0,Egypt
19900226 000000,0.0,55.0,68.0,46.0,Egypt
19900226 000000,0.12,75.0,,72.0,Cameroon
19900226 000000,,81.0,88.0,76.0,Senegal
19900227 000000,,83.0,95.0,72.0,Senegal
19900227 000000,0.0,59.0,76.0,43.0,Tunisia
19900227 000000,0.0,57.0,76.0,39.0,Egypt
19900227 000000,0.0,83.0,95.0,76.0,Cameroon
19900227 000000,,80.0,94.0,67.0,Senegal
19900227 000000,,81.0,98.0,67.0,Senegal
19900227 000000,,73.0,91.0,64.0,Senegal
19900227 000000,0.0,61.0,71.0,53.0,Tunisia
19900227 000000,0.0,63.0,78.0,49.0,Tunisia
19900227 000000,,66.0,89.0,52.0,Cameroon
19900227 000000,,75.0,89.0,66.0,Senegal
19900227 000000,,83.0,97.0,69.0,Senegal
19900227 000000,,84.0,95.0,74.0,Senegal
19900227 000000,,80.0,93.0,68.0,Senegal
19900227 000000,0.0,55.0,69.0,44.0,Egypt
19900227 000000,,79.0,89.0,,Cameroon
19900227 000000,0.0,56.0,67.0,48.0,Egypt
19900227 000000,0.0,55.0,66.0,46.0,Egypt
19900227 000000,0.0,59.0,72.0,46.0,Egypt
19900227 000000,,80.0,95.0,66.0,Cameroon
19900227 000000,0.0,65.0,78.0,54.0,Tunisia
19900227 000000,0.0,62.0,,49.0,Egypt
19900227 000000,0.0,86.0,96.0,75.0,Senegal
19900227 000000,0.0,61.0,73.0,42.0,Tunisia
19900227 000000,0.0,60.0,,43.0,Egypt
19900227 000000,0.0,65.0,75.0,43.0,Egypt
19900227 000000,,86.0,100.0,65.0,Senegal
19900227 000000,0.0,83.0,99.0,69.0,Senegal
19900227 000000,,83.0,100.0,69.0,Senegal
19900228 000000,,86.0,95.0,76.0,Senegal
19900228 000000,,73.0,90.0,51.0,Cameroon
19900228 000000,,84.0,98.0,66.0,Cameroon
19900228 000000,0.0,62.0,78.0,41.0,Egypt
19900228 000000,,84.0,100.0,76.0,Senegal
19900228 000000,0.0,63.0,71.0,,Tunisia
19900228 000000,0.0,65.0,80.0,48.0,Tunisia
19900228 000000,,84.0,99.0,72.0,Senegal
19900228 000000,,78.0,,57.0,Cameroon
19900228 000000,,77.0,94.0,64.0,Senegal
19900228 000000,0.0,61.0,80.0,,Egypt
19900228 000000,0.0,63.0,75.0,,Egypt
19900228 000000,,60.0,,40.0,Egypt
19900228 000000,,82.0,96.0,69.0,Senegal
19900228 000000,,88.0,102.0,77.0,Senegal
19900228 000000,0.0,62.0,74.0,45.0,Egypt
19900228 000000,,88.0,101.0,75.0,Senegal
19900228 000000,,80.0,93.0,71.0,Senegal
19900228 000000,0.0,65.0,72.0,52.0,Tunisia
19900228 000000,,86.0,99.0,76.0,Senegal
19900228 000000,,78.0,93.0,69.0,Senegal
19900228 000000,,62.0,,51.0,Egypt
19900228 000000,0.0,88.0,98.0,78.0,Senegal
19900228 000000,0.0,64.0,,49.0,Egypt
19900228 000000,0.0,62.0,76.0,49.0,Egypt
19900228 000000,0.0,67.0,77.0,58.0,Tunisia
19900228 000000,,86.0,98.0,77.0,Senegal
19900228 000000,0.0,60.0,72.0,45.0,Egypt
19900228 000000,,84.0,,73.0,Cameroon
19900228 000000,0.0,69.0,78.0,,Tunisia
19900301 000000,,62.0,82.0,40.0,Egypt
19900301 000000,0.0,83.0,100.0,76.0,Senegal
19900301 000000,0.0,60.0,64.0,,Egypt
19900301 000000,,73.0,78.0,,Senegal
19900301 000000,0.0,66.0,80.0,55.0,Egypt
19900301 000000,0.0,64.0,78.0,46.0,Tunisia
19900301 000000,0.0,61.0,81.0,41.0,Egypt
19900301 000000,0.0,88.0,101.0,77.0,Senegal
19900301 000000,,91.0,101.0,75.0,Senegal
19900301 000000,,86.0,103.0,77.0,Senegal
19900301 000000,0.0,65.0,81.0,46.0,Tunisia
19900301 000000,,82.0,94.0,,Cameroon
19900301 000000,0.0,60.0,73.0,51.0,Egypt
19900301 000000,,76.0,,56.0,Cameroon
19900301 000000,0.0,85.0,100.0,78.0,Senegal
19900301 000000,,86.0,99.0,74.0,Senegal
19900301 000000,0.0,71.0,83.0,63.0,Tunisia
19900301 000000,0.0,58.0,63.0,,Egypt
19900301 000000,,82.0,99.0,67.0,Cameroon
